id,computer_name,guest_flag,os,status,timestamp,user_hash
796623,LIBWKMCKP2F56H,f,Windows_NT,logout,2014-02-07 15:06:22.477,lbgxW9j1xJ/9lNgnzF7Okw==
796399,LIBWKMCKP2F67H,f,Windows_NT,logout,2014-02-07 16:25:46.276,EzQWCh7/Ix28f/s3h2cLjQ==
796730,LIBWKMCKP2F65H,f,Windows_NT,logout,2014-02-07 12:40:41.435,G7SlGnrfYWh1NwfagID8Bg==
796805,LIBWKMCKP2F48H,f,Windows_NT,logout,2014-02-06 22:11:28.992,emAt7pitkP5W1iWKgHz+SQ==
796407,LIBWKMCKP1F96H,f,Windows_NT,logout,2014-01-21 19:13:26.054,lbgxW9j1xJ/9lNgnzF7Okw==
796481,LIBWKMCKP2F33H,f,Windows_NT,logout,2014-02-06 22:33:04.033,hE5nbnmC3quJkYiY1MxtNQ==
796643,LIBWKEPLP1F24D,f,Windows_NT,logout,2014-01-13 11:15:18.321,lbgxW9j1xJ/9lNgnzF7Okw==
796544,LIBWKMCKP1F35H,f,Windows_NT,logout,2014-02-05 17:05:12.254,v8pfWSmwGlEZNRvAsaORrg==
796146,LIBWKEPLP1F20D,f,Windows_NT,logout,2014-01-08 16:03:29.805,g722CtM04bVPCOSEqCBP9g==
796754,LIBWKMCKP2F34H,f,Windows_NT,logout,2014-02-06 22:47:31.216,CEhsQ25MJ6MUJ27kdYcerg==
796633,LIBWKMCKP2F55H,f,Windows_NT,logout,2014-02-06 20:40:02.631,J4beS7onfApaOj57CeHxWQ==
796752,LIBWKNONPBF17A,f,Windows_NT,logout,2014-02-10 16:30:20.543,CqosNdq8eN+tONXVjFiD9w==
796412,LIBWKMCKP1F7H,f,Windows_NT,logout,2014-02-04 17:05:57.997,y/MxoxdLLGSOVn5vIcErmQ==
796841,LIBWKMCKP2F62H,f,Windows_NT,logout,2014-02-07 15:13:02.268,lbgxW9j1xJ/9lNgnzF7Okw==
796798,LIBWKMCKP2F30H,f,Windows_NT,logout,2014-02-06 22:52:58.556,9RKqAp3771HDDd8J3cyIzw==
796832,LIBWKMCKP1F40H,f,Windows_NT,logout,2014-02-05 22:46:37.601,PBjmqit3a9zkXqhx++QemQ==
850495,LIBWKMCKRE-0386,f,Windows_NT,logout,2014-02-11 07:05:09.391,lbgxW9j1xJ/9lNgnzF7Okw==
799447,LIBWKMCKP2F53H,f,Windows_NT,logout,2014-02-06 23:00:04.863,z1P2tfKEDtkwRcuBy3BUWA==
796416,LIBWKMCKP1F99H,f,Windows_NT,logout,2014-01-21 19:25:50.456,lbgxW9j1xJ/9lNgnzF7Okw==
796465,LIBWKARCP1F1A,f,Windows_NT,logout,2014-04-28 14:00:24.28,94EpwdXNUMI4xo+2j8veKQ==
796589,LIBWKMCKP2F18H,f,Windows_NT,logout,2014-02-06 21:27:51.21,dqwg7VymgZWJL00EflaPeA==
796420,LIBWKMCKP2F39H,f,Windows_NT,logout,2014-02-06 23:02:10.496,oSAqbJmhiL98ArqORK1BwQ==
850513,LIBWKNONPBF15X,f,Windows_NT,logout,2014-04-28 17:33:20.474,stEIZgaqBbESNOZWnlZMBQ==
796540,LIBWKMCKP1F34H,f,Windows_NT,logout,2014-02-04 18:02:12.108,WQfDHBhLIOWqW1vrZc0TSA==
873933,LIBWKEPLM1F9A,f,Mac OS X 10.8.5,login,2014-04-28 10:30:12.816,N918aNUsZH2sIPbeJv5gzw==
796478,LIBWKARTP1F5A,f,Windows_NT,login,2014-04-28 20:32:44.969,zuhIsDr2t4oufuEiuWppiA==
796569,LIBWKMCKP7F1H,f,Windows_NT,logout,2014-02-07 13:45:54.474,FoWEFZeodLaYT7xWgXQtdA==
796612,LIBWKMCKP2F69H,f,Windows_NT,logout,2014-02-07 09:19:27.52,SvGz+l9YryFjOm8saTtJuw==
796736,LIBWKMCKP1F6H,f,Windows_NT,logout,2014-02-04 22:38:00.254,fC45MBQO6dWD09sbhaIRUw==
796761,LIBWKMCKP1F31H,f,Windows_NT,logout,2014-02-04 20:09:14.176,S8nFekUwlbRjoY+YLQj9SA==
796617,LIBWKMCKP2F71H,f,Windows_NT,logout,2014-01-27 15:30:42.517,1YK3SZmH07t/hwLYZ3rRXA==
850547,LIBWKNONPBF11X,f,Windows_NT,logout,2014-04-28 15:55:12.759,lbgxW9j1xJ/9lNgnzF7Okw==
796756,LIBWKMCKP1F12H,t,Windows_NT,logout,2014-02-04 16:54:30.393,lXciEQDhZ/jjWqug6NxLMg==
894566,LIBWKWINDOWS,f,Windows_NT,login,2014-02-24 17:00:05.816,lbgxW9j1xJ/9lNgnzF7Okw==
796605,LIBWKEPLP1F26D,f,Windows_NT,logout,2014-01-08 13:41:37.937,+wqVyVayBdEegSm3hkOqkw==
796508,LIBWKMCKP1F15H,f,Windows_NT,logout,2014-02-04 19:35:31.293,zy0GAky8Oy9DyCIaPzZKsQ==
796621,LIBWKMCKP2F23H,f,Windows_NT,logout,2014-02-06 18:20:54.39,OEpZxDQZ1p3Hi0bEx0TSBQ==
796446,LIBWKMCKP2F29H,f,Windows_NT,logout,2014-02-06 21:48:11.341,+ip3kFUCr1wxBylo7w9nYg==
796844,LIBWKEPLP1F7C,f,Windows_NT,logout,2014-01-08 16:26:30.045,lbgxW9j1xJ/9lNgnzF7Okw==
796554,LIBWKMCKP1F46H,f,Windows_NT,login,2014-02-05 12:42:19.685,3YDScpke7r45aaHyQDPRRA==
850543,LIBWKMCKRE-0859,f,Windows_NT,logout,2014-02-11 07:58:23.973,lbgxW9j1xJ/9lNgnzF7Okw==
796574,LIBWKMCKP7F2H,f,Windows_NT,logout,2014-02-07 16:04:56.828,NmO/E8AErn7ItMGxzzfWuA==
850479,LIBWKNONPBF8X,f,Windows_NT,logout,2014-04-28 17:06:28.268,Nu/YymZXX+jgg0a5310ilg==
873892,libwkartm2f3a,f,Mac OS X 10.8.5,logout,2014-04-28 17:44:06.882,f7/UIXPe2QQbyk5hPh1Gdg==
1054919,LIBWKMCKDEL-556,f,Windows_NT,logout,2014-04-08 23:43:18.37,lbgxW9j1xJ/9lNgnzF7Okw==
850477,LIBWKNONPBF4X,f,Windows_NT,logout,2014-04-28 18:18:47.745,IGILxGbB2jHZhdPCI4vwBQ==
850522,LIBWKNONPBF13X,f,Windows_NT,logout,2014-04-28 17:13:22.646,wO51WjKKmWq1Be8RerIDlA==
868979,LIBWKPALP1F14X,f,Windows_NT,logout,2014-04-28 19:12:19.86,IEhciQ/5pdjaNHIK1mqHJQ==
796615,LIBWKMCKP2F70H,f,Windows_NT,logout,2014-01-27 15:28:41.702,qYDtcYPxOAy7DafdTMFq3A==
880505,libwkartm1f4a,f,Mac OS X 10.8.5,logout,2014-04-28 13:56:38.217,V8DYYQyIxPUfn65QRqBtsg==
796522,LIBWKMCKP1F83H,f,Windows_NT,login,2014-02-02 07:12:05.392,lbgxW9j1xJ/9lNgnzF7Okw==
850508,LIBWKMCKRE-4609,f,Windows_NT,logout,2014-02-11 07:57:03.862,lbgxW9j1xJ/9lNgnzF7Okw==
796425,LIBWKMCKP1F100H,f,Windows_NT,logout,2014-01-21 19:52:58.958,lbgxW9j1xJ/9lNgnzF7Okw==
796532,LIBWKMCKP1F2H,f,Windows_NT,logout,2014-01-21 17:42:03.389,lbgxW9j1xJ/9lNgnzF7Okw==
796653,LIBWKMCKP1F92H,f,Windows_NT,logout,2014-01-21 19:23:51.565,lbgxW9j1xJ/9lNgnzF7Okw==
796486,LIBWKMD196193,f,Windows_NT,logout,2014-02-17 12:46:27.646,lbgxW9j1xJ/9lNgnzF7Okw==
850644,LIBWKNONPBF17X,f,Windows_NT,logout,2014-04-28 16:28:33.495,sMEAKSs8AsXUYcoh5CjZ/w==
796473,LIBWKMCKP1F95H,f,Windows_NT,logout,2014-01-21 19:30:19.108,lbgxW9j1xJ/9lNgnzF7Okw==
1070198,LIBWKMCKDEL-356,f,Windows_NT,logout,2014-04-11 13:43:45.837,lbgxW9j1xJ/9lNgnzF7Okw==
796418,LIBWKMCKP1F98H,f,Windows_NT,logout,2014-01-21 19:13:29.595,lbgxW9j1xJ/9lNgnzF7Okw==
796664,LIBWKMCKP1F91H,f,Windows_NT,logout,2014-01-21 19:10:21.362,lbgxW9j1xJ/9lNgnzF7Okw==
1061580,LIBWKMCKDEL-114,f,Windows_NT,logout,2014-04-10 02:23:14.699,lbgxW9j1xJ/9lNgnzF7Okw==
796401,LIBWKARTP1F7A,f,Windows_NT,logout,2014-04-28 16:12:11.829,nPgxSydimSE02vWgLE0RQQ==
1061575,LIBWKMCKDEL-138,f,Windows_NT,logout,2014-04-10 02:23:54.397,lbgxW9j1xJ/9lNgnzF7Okw==
926625,jssbuilder,f,Mac OS X 10.9.2,login,2014-03-04 19:52:02.249,lbgxW9j1xJ/9lNgnzF7Okw==
796661,LIBWKMCKP6F709B,f,Windows_NT,logout,2014-01-13 16:06:57.558,lbgxW9j1xJ/9lNgnzF7Okw==
796869,LIBWKEPLP1F23D,f,Windows_NT,logout,2014-01-08 16:39:21.586,lbgxW9j1xJ/9lNgnzF7Okw==
796876,LIBWKMCKP2F36H,f,Windows_NT,logout,2014-02-06 16:19:25.566,yTK7iTbjkXkyPTGtUUZ5pQ==
929679,LIBWKMCKDEL-765,f,Windows_NT,logout,2014-03-05 12:05:40.82,lbgxW9j1xJ/9lNgnzF7Okw==
797227,LIBWKMCKP1F90J,f,Windows_NT,logout,2014-01-21 19:37:43.572,lbgxW9j1xJ/9lNgnzF7Okw==
796926,LIBWKMCKP2F41H,f,Windows_NT,logout,2014-02-06 20:00:24.34,W+aSzRM9QohBipKuAIUHIA==
797267,LIBWKMCKP6F109B,t,Windows_NT,logout,2014-01-09 11:41:37.041,gSOKd5aRaOXxAWvGvHqwbA==
797239,LIBWKMCKP6F715B,f,Windows_NT,logout,2014-01-16 11:54:48.143,uAbgpSd0xAwJ19GWjpQZuQ==
796998,LIBWKMCKDEL-896,f,Windows_NT,logout,2014-01-08 18:15:34.035,lbgxW9j1xJ/9lNgnzF7Okw==
797057,LIHWKMCKP6F707H,f,Windows_NT,logout,2014-01-08 18:48:28.002,lbgxW9j1xJ/9lNgnzF7Okw==
797066,LIHWKMCKP6F710H,f,Windows_NT,logout,2014-01-08 18:50:16.307,lbgxW9j1xJ/9lNgnzF7Okw==
797004,LIHWKMCKP6F703H,f,Windows_NT,logout,2014-01-08 18:26:50.062,lbgxW9j1xJ/9lNgnzF7Okw==
797022,LIBWKMCKDEL-152,f,Windows_NT,logout,2014-01-08 18:28:57.847,lbgxW9j1xJ/9lNgnzF7Okw==
797063,LIHWKMCKP6F726H,f,Windows_NT,logout,2014-01-08 18:50:49.154,lbgxW9j1xJ/9lNgnzF7Okw==
797251,LIBWKMCKP6F732B,f,Windows_NT,logout,2014-01-14 14:18:17.478,lbgxW9j1xJ/9lNgnzF7Okw==
797020,LIBWKEPLP1F20H,f,Windows_NT,login,2014-01-23 19:48:39.65,lbgxW9j1xJ/9lNgnzF7Okw==
797318,LIBWKMCKP2F66H,f,Windows_NT,logout,2014-02-07 15:05:36.972,O3k9LJr829IIW+hbuO6++g==
796975,LIBWKMCKP6F705B,f,Windows_NT,logout,2014-01-14 15:13:09.821,lbgxW9j1xJ/9lNgnzF7Okw==
797265,LIBWKMCKP6F725B,f,Windows_NT,logout,2014-01-14 15:03:13.426,lbgxW9j1xJ/9lNgnzF7Okw==
797041,LIBWKMCKDEL-324,f,Windows_NT,logout,2014-01-08 18:37:18.435,lbgxW9j1xJ/9lNgnzF7Okw==
797047,LIBWKMCKDEL-336,f,Windows_NT,logout,2014-04-14 01:21:33.289,lbgxW9j1xJ/9lNgnzF7Okw==
797050,LIBWKMCKDEL-335,f,Windows_NT,logout,2014-01-08 18:38:41.071,lbgxW9j1xJ/9lNgnzF7Okw==
797332,LIBWKMCKP6F730B,f,Windows_NT,logout,2014-01-15 13:56:32.862,lbgxW9j1xJ/9lNgnzF7Okw==
796848,LIBWKEPLP1F4C,f,Windows_NT,logout,2014-01-08 19:30:41.636,lbgxW9j1xJ/9lNgnzF7Okw==
797260,LIBWKMCKP6F728B,f,Windows_NT,logout,2014-01-22 12:52:46.995,vgzZiczFh1p3iWCqrJxRMg==
797243,LIBWKMCKP6F123B,t,Windows_NT,login,2014-01-09 09:04:11.373,U4Tsb4SiTvPISzeoVrkUqA==
797055,LIBWKEPLP1F23H,f,Windows_NT,logout,2014-01-23 19:47:54.209,lbgxW9j1xJ/9lNgnzF7Okw==
797102,LIBWKEPLP1F22D,f,Windows_NT,logout,2014-01-08 19:49:47.782,lbgxW9j1xJ/9lNgnzF7Okw==
797213,LIBWKMCKP6F116B,t,Windows_NT,logout,2014-01-09 12:02:41.635,77FPyemkVUuSEGNoIYTl7Q==
797149,LIBWKEPLP1F29D,f,Windows_NT,logout,2014-01-10 13:19:59.549,oKSgJ6BMym/FcHC4iEH4oQ==
929744,LIBWKARTP1F3X,f,Windows_NT,logout,2014-04-27 15:47:24.39,OjkPa8GhbyWoBL80ZBesGQ==
797202,LIBWKMCKP2F1H,f,Windows_NT,logout,2014-02-06 10:54:12.436,xDgB6XxAPv4C3ayRlH37oA==
797026,LIBWKEPLP1F7H,f,Windows_NT,logout,2014-01-23 20:36:08.961,lbgxW9j1xJ/9lNgnzF7Okw==
796716,LIBWKMCKP2F20H,f,Windows_NT,logout,2014-02-06 20:20:47.329,gLpwQJVLSwnVY1zNRnuXhw==
797245,LIBWKMCKP6F119B,f,Windows_NT,logout,2014-01-09 12:03:09.462,lnygRLDAq9xGCKfmjL+D7A==
797308,LIBWKMCKP2F64H,f,Windows_NT,logout,2014-02-07 14:53:05.077,lbgxW9j1xJ/9lNgnzF7Okw==
797233,LIBWKMCKP6F716B,f,Windows_NT,logout,2014-01-23 11:09:00.976,lbgxW9j1xJ/9lNgnzF7Okw==
1054923,LIBWKMCKDEL-562,f,Windows_NT,logout,2014-04-08 23:44:14.175,lbgxW9j1xJ/9lNgnzF7Okw==
850676,LIBWKMCKRE-1123,f,Windows_NT,logout,2014-02-11 08:50:57.657,lbgxW9j1xJ/9lNgnzF7Okw==
797276,LIBWKMCKP6F103B,t,Windows_NT,login,2014-01-09 11:16:04.717,K9b3tr4QRVPtEYlPc3tqdg==
797254,LIBWKMCKP6F724B,f,Windows_NT,logout,2014-01-14 15:12:20.765,lbgxW9j1xJ/9lNgnzF7Okw==
797223,LIBWKMCKP6F108B,t,Windows_NT,login,2014-01-09 11:16:51.488,3x5r3Ps0nd0YJOn7iFPy2w==
797280,LIBWKMCKP6F129B,t,Windows_NT,logout,2014-01-09 09:46:54.481,k1QDm7omvAvLNmwZi1bqmg==
797028,LIHWKMCKP6F708H,f,Windows_NT,login,2014-01-23 10:02:24.531,lbgxW9j1xJ/9lNgnzF7Okw==
797249,LIBWKMCKP6F105B,f,Windows_NT,login,2014-01-16 15:01:53.636,xMuhSdgwTyM94oc5QKT5sw==
797217,LIBWKMCKP6F115B,f,Windows_NT,logout,2014-01-10 17:05:46.694,fyojRFcP3WjCsSXNyTwdHQ==
797274,LIBWKMCKP6F702B,f,Windows_NT,logout,2014-01-23 11:18:17.506,lbgxW9j1xJ/9lNgnzF7Okw==
797270,LIBWKMCKP6F706B,f,Windows_NT,logout,2014-01-23 11:18:08.206,lbgxW9j1xJ/9lNgnzF7Okw==
797287,LIBWKMCKP6F128B,t,Windows_NT,login,2014-01-09 11:17:08.524,IGmqXHC4EVCXMttblhkb3w==
796866,LIBWKMCKP1F93H,f,Windows_NT,logout,2014-01-21 20:45:49.32,lbgxW9j1xJ/9lNgnzF7Okw==
797235,LIBWKMCKP6F106B,f,Windows_NT,logout,2014-01-11 14:40:12.708,xMuhSdgwTyM94oc5QKT5sw==
797262,LIBWKMCKP6F122B,f,Windows_NT,logout,2014-01-18 14:59:47.918,OxlYJiaCMjVpbNvkK1k6WQ==
797292,LIBWKMCKP6F107B,t,Windows_NT,logout,2014-01-09 11:55:14.741,//HDHiIxmfDrSZcF88HMRg==
797189,LIBWKMCKP1F59H,f,Windows_NT,logout,2014-01-24 16:49:11.085,/fG8Hj89dApVAMmAa8hqdQ==
797334,LIBWKMCKP6F104B,t,Windows_NT,login,2014-01-09 11:15:45.447,8/FazB+3Ia2kKH0YMeUa3Q==
797241,LIBWKMCKDEL-641,t,Windows_NT,logout,2014-01-09 11:40:29.818,7ylE+VJWGqbDKYQNwFNLNw==
797225,LIBWKMCKP6F127B,t,Windows_NT,logout,2014-01-09 12:05:10.789,rxDb3p6AEGqlIZ3J/Lw6uw==
797231,LIBWKMCKP6F124B,t,Windows_NT,logout,2014-01-09 11:03:04.14,gSOKd5aRaOXxAWvGvHqwbA==
797215,LIBWKMCKP6F114B,t,Windows_NT,login,2014-01-09 11:17:05.313,hPZAkQ8MceUGn9MvaxVUog==
797229,LIBWKMCKP6F117B,t,Windows_NT,login,2014-01-09 11:15:45.706,v7s5cQY3C+8YZEZmwjIhHA==
797211,LIBWKMCKP6F112B,t,Windows_NT,logout,2014-01-09 11:39:49.727,Cq4tSFDSXAxL9o4npmyLCg==
797219,LIBWKMCKP6F126B,t,Windows_NT,login,2014-01-09 11:16:46.682,eVbm8Xv+FnbDyXue08J3eg==
797247,LIBWKMCKP6F113B,t,Windows_NT,login,2014-01-09 11:18:12.122,rMrqMf6gIvO2TLK3sK9rDw==
797221,LIBWKMCKP6F125B,t,Windows_NT,logout,2014-01-09 12:06:49.856,MtmWkxKKiCYxXLeq5aJAvg==
797073,LIBWKEPLP1F28H,f,Windows_NT,logout,2014-01-23 19:43:20.765,lbgxW9j1xJ/9lNgnzF7Okw==
797256,LIBWKMCKDEL-621,f,Windows_NT,logout,2014-01-13 16:13:54.914,lbgxW9j1xJ/9lNgnzF7Okw==
1048696,LIBWKMCKM6F319B,f,Mac OS X 10.8.5,logout,2014-04-08 08:51:57.984,lbgxW9j1xJ/9lNgnzF7Okw==
874119,LIBWKMCKM2F85A,f,Mac OS X 10.8.5,logout,2014-04-28 15:32:32.638,p7KmPJZhwgmvFbxp0XhAlw==
798513,LIBWKMCKP1F32H,f,Windows_NT,logout,2014-02-05 16:47:59.421,O7f1E+RoIfawwN5nej91DQ==
797362,LIBWKMCKP1F37H,f,Windows_NT,logout,2014-02-05 18:35:46.187,+de+7P4MAtMWpsGmzpObVA==
797477,LIBWKMCKP6F118B,t,Windows_NT,logout,2014-01-09 10:54:56.589,//HDHiIxmfDrSZcF88HMRg==
797464,LIBWKMCKP6F133B,t,Windows_NT,logout,2014-01-09 10:56:36.183,6FpMKy5qcLZmBuYSDEeGfw==
796619,LIBWKMCKP2F22H,f,Windows_NT,logout,2014-02-06 15:04:27.327,lbgxW9j1xJ/9lNgnzF7Okw==
